engagement,ad_name,campaign,date,reach,spend
"4,031",XBrand | Bonus Points | Limited Time | Get Rewarded,XBrand | Luxury Travel | Digital Drive | Savings Fiesta | Back to School,2024-06-01,"39,890","LKR1,564.63"
"1,908",XBrand | Exclusive Offer | Save More | Easy Payments | Bonus Points | Zero Interest,XBrand | Auto Loans Special | Lifestyle Rewards | Summer Bonanza | Green Finance,2024-06-01,"16,853","LKR1,037.77"
"3,770",XBrand | Zero Interest | Exclusive Offer | Bonus Points,XBrand | Savings Fiesta | Digital Drive | Holiday Cashback | Summer Bonanza,2024-06-01,"18,853","LKR1,603.12"
"4,048",XBrand | Zero Interest | Get Rewarded | Bonus Points | Weekend Treat,XBrand | Back to School | Gold Loan Offers | Holiday Cashback | Auto Loans Special | Diwali Deals,2024-06-01,"19,662","LKR1,247.57"
"3,154",XBrand | Zero Interest | Exclusive Offer | Easy Payments | Limited Time,XBrand | Savings Fiesta | Green Finance | Gold Loan Offers,2024-06-01,"75,312","LKR2,718.99"
"1,873",XBrand | Exclusive Offer | Swipe and Win | Limited Time | Easy Payments,XBrand | Savings Fiesta | Auto Loans Special | Green Finance | Luxury Travel | Digital Drive,2024-06-01,"6,532",LKR800.31
"4,349",XBrand | Travel Smart | Bonus Points | Easy Payments,XBrand | Digital Drive | Lifestyle Rewards | Holiday Cashback | Diwali Deals | Back to School,2024-06-01,"61,872","LKR2,961.39"
"2,710",XBrand | Save More | Gift Vouchers | Win Big,XBrand | Lifestyle Rewards | Diwali Deals | Back to School,2024-06-01,"40,503","LKR1,722.88"
"2,501",XBrand | Weekend Treat | Bonus Points | Save More | Travel Smart,XBrand | Back to School | Holiday Cashback | Lifestyle Rewards,2024-06-01,4,LKR3.04
"1,263",XBrand | Zero Interest | Bonus Points | Exclusive Offer,XBrand | Lifestyle Rewards | Summer Bonanza | Gold Loan Offers | Auto Loans Special | Savings Fiesta,2024-06-01,"20,253",LKR920.53
"3,770",XBrand | Swipe and Win | Limited Time | Weekend Treat | Win Big | Travel Smart,XBrand | Auto Loans Special | Flash Sale | Gold Loan Offers,2024-06-01,"34,078","LKR1,875.84"
"6,019",XBrand | Weekend Treat | Gift Vouchers | Zero Interest | Swipe and Win | Get Rewarded,XBrand | Savings Fiesta | Gold Loan Offers | Flash Sale,2024-06-01,"44,436","LKR1,972.46"
"2,802",XBrand | Bonus Points | Gift Vouchers | Easy Payments,XBrand | Luxury Travel | Auto Loans Special | Savings Fiesta,2024-06-01,"15,255",LKR844.46
"5,228",XBrand | Bonus Points | Save More | Win Big,XBrand | Savings Fiesta | Holiday Cashback | Green Finance | Gold Loan Offers,2024-06-02,"34,990","LKR1,472.66"
"6,085",XBrand | Weekend Treat | Exclusive Offer | Save More | Zero Interest,XBrand | Back to School | Savings Fiesta | Gold Loan Offers | Digital Drive | Green Finance,2024-06-02,"36,492","LKR1,557.91"
"2,504",XBrand | Bonus Points | Win Big | Save More | Get Rewarded,XBrand | Luxury Travel | Holiday Cashback | Back to School | Gold Loan Offers | Auto Loans Special,2024-06-02,"20,336",LKR691.92
"1,577",XBrand | Easy Payments | Gift Vouchers | Weekend Treat,XBrand | Lifestyle Rewards | Auto Loans Special | Savings Fiesta | Summer Bonanza,2024-06-02,"29,828","LKR1,113.06"
"2,525",XBrand | Save More | Zero Interest | Travel Smart,XBrand | Flash Sale | Auto Loans Special | Digital Drive | Back to School,2024-06-02,"8,239","LKR1,048.94"
10,XBrand | Save More | Get Rewarded | Swipe and Win | Exclusive Offer | Win Big,XBrand | Savings Fiesta | Digital Drive | Holiday Cashback | Lifestyle Rewards,2024-06-02,"12,522",LKR373.13
10,XBrand | Gift Vouchers | Bonus Points | Get Rewarded | Travel Smart,XBrand | Holiday Cashback | Gold Loan Offers | Digital Drive | Diwali Deals,2024-06-02,0,LKR3.76
38,XBrand | Win Big | Easy Payments | Bonus Points | Limited Time,XBrand | Summer Bonanza | Lifestyle Rewards | Green Finance | Diwali Deals,2024-06-02,"20,496",LKR676.51
41,XBrand | Gift Vouchers | Zero Interest | Save More,XBrand | Diwali Deals | Luxury Travel | Back to School,2024-06-02,"19,071",LKR868.45
44,XBrand | Get Rewarded | Easy Payments | Swipe and Win | Zero Interest | Weekend Treat,XBrand | Diwali Deals | Summer Bonanza | Green Finance | Flash Sale | Savings Fiesta,2024-06-02,6,LKR14.01
28,XBrand | Easy Payments | Win Big | Save More | Bonus Points,XBrand | Back to School | Gold Loan Offers | Lifestyle Rewards | Auto Loans Special,2024-06-02,"11,609",LKR528.79
30,XBrand | Weekend Treat | Bonus Points | Swipe and Win,XBrand | Luxury Travel | Holiday Cashback | Lifestyle Rewards | Summer Bonanza | Auto Loans Special,2024-06-02,"5,087",LKR308.66
33,XBrand | Bonus Points | Weekend Treat | Swipe and Win,XBrand | Back to School | Luxury Travel | Green Finance,2024-06-02,"17,727",LKR672.33
88,XBrand | Get Rewarded | Bonus Points | Limited Time | Win Big,XBrand | Holiday Cashback | Flash Sale | Gold Loan Offers | Digital Drive,2024-06-02,"7,163",LKR708.44
133,XBrand | Zero Interest | Win Big | Limited Time | Easy Payments | Save More,XBrand | Summer Bonanza | Flash Sale | Holiday Cashback | Auto Loans Special,2024-06-02,"35,063",LKR518.37
14,XBrand | Bonus Points | Swipe and Win | Weekend Treat | Exclusive Offer,XBrand | Lifestyle Rewards | Luxury Travel | Gold Loan Offers | Savings Fiesta,2024-06-02,"7,687",LKR310.99
39,XBrand | Travel Smart | Zero Interest | Swipe and Win,XBrand | Luxury Travel | Auto Loans Special | Back to School | Green Finance | Digital Drive,2024-06-02,"19,234",LKR795.86
"3,837",XBrand | Gift Vouchers | Easy Payments | Limited Time,XBrand | Luxury Travel | Green Finance | Holiday Cashback,2024-06-02,"31,184","LKR1,752.85"
"4,601",XBrand | Weekend Treat | Gift Vouchers | Travel Smart,XBrand | Savings Fiesta | Holiday Cashback | Back to School,2024-06-02,"32,740","LKR1,546.73"
"2,080",XBrand | Limited Time | Win Big | Travel Smart | Save More,XBrand | Back to School | Gold Loan Offers | Diwali Deals | Auto Loans Special | Green Finance,2024-06-02,"5,497",LKR864.26
34,XBrand | Save More | Zero Interest | Exclusive Offer,XBrand | Digital Drive | Back to School | Gold Loan Offers,2024-06-02,"20,413",LKR637.06
33,XBrand | Weekend Treat | Swipe and Win | Bonus Points | Zero Interest | Travel Smart,XBrand | Green Finance | Flash Sale | Auto Loans Special | Gold Loan Offers,2024-06-02,"18,848",LKR695.78
33,XBrand | Zero Interest | Exclusive Offer | Bonus Points | Get Rewarded,XBrand | Savings Fiesta | Luxury Travel | Diwali Deals | Lifestyle Rewards,2024-06-02,15,LKR40.38
35,XBrand | Get Rewarded | Easy Payments | Exclusive Offer,XBrand | Green Finance | Luxury Travel | Digital Drive | Holiday Cashback | Auto Loans Special,2024-06-02,12,LKR33.51
19,XBrand | Exclusive Offer | Save More | Weekend Treat | Swipe and Win | Get Rewarded,XBrand | Summer Bonanza | Savings Fiesta | Gold Loan Offers | Back to School,2024-06-02,"2,989",LKR392.74
23,XBrand | Swipe and Win | Limited Time | Travel Smart | Bonus Points | Gift Vouchers,XBrand | Summer Bonanza | Diwali Deals | Holiday Cashback,2024-06-02,"18,902",LKR673.88
35,XBrand | Win Big | Save More | Easy Payments | Travel Smart | Weekend Treat,XBrand | Auto Loans Special | Diwali Deals | Flash Sale,2024-06-02,"15,016",LKR818.31
89,XBrand | Travel Smart | Win Big | Get Rewarded | Swipe and Win | Zero Interest,XBrand | Green Finance | Auto Loans Special | Digital Drive,2024-06-02,"33,772",LKR334.87
19,XBrand | Gift Vouchers | Swipe and Win | Exclusive Offer,XBrand | Flash Sale | Green Finance | Auto Loans Special,2024-06-02,"9,464",LKR348.81
25,XBrand | Swipe and Win | Win Big | Travel Smart,XBrand | Diwali Deals | Auto Loans Special | Lifestyle Rewards | Savings Fiesta,2024-06-02,"18,627",LKR766.95
51,XBrand | Travel Smart | Swipe and Win | Weekend Treat,XBrand | Savings Fiesta | Luxury Travel | Holiday Cashback | Auto Loans Special,2024-06-02,"18,679",LKR657.32
44,XBrand | Swipe and Win | Win Big | Travel Smart,XBrand | Savings Fiesta | Diwali Deals | Digital Drive | Green Finance,2024-06-02,"20,829",LKR795.57
46,XBrand | Swipe and Win | Win Big | Travel Smart | Zero Interest | Gift Vouchers,XBrand | Back to School | Holiday Cashback | Digital Drive,2024-06-02,5,LKR16.10
48,XBrand | Win Big | Bonus Points | Weekend Treat | Exclusive Offer,XBrand | Summer Bonanza | Back to School | Flash Sale | Green Finance | Holiday Cashback,2024-06-02,1,LKR1.95
31,XBrand | Easy Payments | Zero Interest | Limited Time | Gift Vouchers | Travel Smart,XBrand | Gold Loan Offers | Flash Sale | Back to School,2024-06-02,"3,615",LKR386.12
28,XBrand | Gift Vouchers | Limited Time | Zero Interest | Get Rewarded | Swipe and Win,XBrand | Holiday Cashback | Auto Loans Special | Digital Drive | Summer Bonanza | Back to School,2024-06-02,"17,364",LKR782.14
93,XBrand | Easy Payments | Swipe and Win | Gift Vouchers | Exclusive Offer,XBrand | Savings Fiesta | Lifestyle Rewards | Flash Sale,2024-06-02,"18,657",LKR619.61
84,XBrand | Get Rewarded | Zero Interest | Gift Vouchers | Win Big | Limited Time,XBrand | Summer Bonanza | Diwali Deals | Gold Loan Offers | Auto Loans Special | Savings Fiesta,2024-06-02,"28,089",LKR415.48
22,XBrand | Save More | Bonus Points | Zero Interest,XBrand | Diwali Deals | Green Finance | Summer Bonanza,2024-06-02,"10,115",LKR386.72
33,XBrand | Win Big | Exclusive Offer | Weekend Treat | Gift Vouchers | Travel Smart,XBrand | Summer Bonanza | Lifestyle Rewards | Savings Fiesta | Holiday Cashback | Diwali Deals,2024-06-02,"19,973",LKR732.57
"1,998",XBrand | Weekend Treat | Zero Interest | Win Big | Get Rewarded,XBrand | Luxury Travel | Auto Loans Special | Digital Drive | Savings Fiesta | Green Finance,2024-06-02,"30,219","LKR1,183.35"
"1,324",XBrand | Save More | Limited Time | Zero Interest,XBrand | Auto Loans Special | Luxury Travel | Savings Fiesta | Back to School,2024-06-02,"15,948",LKR875.31
"2,386",XBrand | Save More | Swipe and Win | Win Big | Weekend Treat | Limited Time,XBrand | Diwali Deals | Gold Loan Offers | Digital Drive | Flash Sale,2024-06-02,"89,145","LKR1,175.55"
"2,023",XBrand | Save More | Limited Time | Get Rewarded | Weekend Treat,XBrand | Summer Bonanza | Auto Loans Special | Diwali Deals | Digital Drive | Back to School,2024-06-02,"20,531","LKR1,078.82"
"3,194",XBrand | Weekend Treat | Get Rewarded | Bonus Points | Zero Interest,XBrand | Holiday Cashback | Gold Loan Offers | Auto Loans Special | Summer Bonanza | Luxury Travel,2024-06-02,"49,638",LKR609.50
"3,569",XBrand | Bonus Points | Save More | Travel Smart | Exclusive Offer | Easy Payments,XBrand | Gold Loan Offers | Holiday Cashback | Summer Bonanza | Green Finance,2024-06-02,"36,987","LKR1,492.08"
"4,275",XBrand | Exclusive Offer | Bonus Points | Swipe and Win | Win Big,XBrand | Back to School | Flash Sale | Savings Fiesta | Luxury Travel,2024-06-02,"36,658","LKR1,547.14"
"2,055",XBrand | Exclusive Offer | Easy Payments | Save More | Gift Vouchers | Get Rewarded,XBrand | Gold Loan Offers | Luxury Travel | Holiday Cashback,2024-06-02,"18,803","LKR1,011.30"
"4,272",XBrand | Zero Interest | Get Rewarded | Bonus Points,XBrand | Digital Drive | Diwali Deals | Green Finance,2024-06-02,"21,960","LKR1,282.73"
"4,638",XBrand | Exclusive Offer | Zero Interest | Limited Time | Bonus Points | Get Rewarded,XBrand | Digital Drive | Luxury Travel | Back to School | Lifestyle Rewards,2024-06-02,"21,322","LKR1,264.06"
"3,690",XBrand | Limited Time | Travel Smart | Win Big,XBrand | Summer Bonanza | Digital Drive | Diwali Deals | Flash Sale | Gold Loan Offers,2024-06-02,"68,114","LKR3,030.66"
"2,410",XBrand | Win Big | Bonus Points | Easy Payments,XBrand | Luxury Travel | Gold Loan Offers | Summer Bonanza | Back to School | Green Finance,2024-06-02,"5,622",LKR785.14
"4,548",XBrand | Exclusive Offer | Swipe and Win | Get Rewarded | Easy Payments | Travel Smart,XBrand | Gold Loan Offers | Flash Sale | Auto Loans Special,2024-06-02,"88,004","LKR3,102.44"
"3,001",XBrand | Limited Time | Easy Payments | Weekend Treat | Gift Vouchers,XBrand | Luxury Travel | Green Finance | Lifestyle Rewards,2024-06-02,"42,754","LKR2,305.63"
"3,386",XBrand | Gift Vouchers | Zero Interest | Exclusive Offer,XBrand | Back to School | Digital Drive | Summer Bonanza | Lifestyle Rewards,2024-06-02,1,LKR3.20
"1,367",XBrand | Travel Smart | Bonus Points | Win Big | Swipe and Win,XBrand | Gold Loan Offers | Holiday Cashback | Green Finance,2024-06-02,"24,417","LKR1,251.56"
"3,265",XBrand | Zero Interest | Easy Payments | Travel Smart | Exclusive Offer | Weekend Treat,XBrand | Holiday Cashback | Savings Fiesta | Flash Sale | Summer Bonanza | Auto Loans Special,2024-06-02,"51,485","LKR1,932.60"
"5,675",XBrand | Travel Smart | Gift Vouchers | Win Big | Save More,XBrand | Auto Loans Special | Diwali Deals | Gold Loan Offers,2024-06-02,"46,450","LKR1,783.84"
"3,198",XBrand | Zero Interest | Limited Time | Save More,XBrand | Gold Loan Offers | Summer Bonanza | Green Finance | Flash Sale | Digital Drive,2024-06-02,"19,776",LKR841.19
"4,018",XBrand | Swipe and Win | Easy Payments | Save More,XBrand | Holiday Cashback | Lifestyle Rewards | Diwali Deals | Digital Drive,2024-06-03,"37,057","LKR1,522.75"
"6,394",XBrand | Weekend Treat | Limited Time | Easy Payments | Zero Interest,XBrand | Flash Sale | Digital Drive | Diwali Deals | Back to School | Holiday Cashback,2024-06-03,"39,172","LKR1,540.85"
"2,270",XBrand | Weekend Treat | Save More | Swipe and Win,XBrand | Holiday Cashback | Summer Bonanza | Flash Sale | Gold Loan Offers,2024-06-03,"21,860",LKR632.31
"1,919",XBrand | Get Rewarded | Win Big | Easy Payments | Bonus Points | Gift Vouchers,XBrand | Lifestyle Rewards | Flash Sale | Back to School | Luxury Travel | Gold Loan Offers,2024-06-03,"31,081","LKR1,329.20"
"2,059",XBrand | Travel Smart | Gift Vouchers | Get Rewarded | Easy Payments,XBrand | Summer Bonanza | Gold Loan Offers | Luxury Travel | Diwali Deals,2024-06-03,"7,829",LKR769.21
17,XBrand | Travel Smart | Weekend Treat | Bonus Points | Zero Interest,XBrand | Back to School | Green Finance | Diwali Deals | Auto Loans Special,2024-06-03,"11,875",LKR341.34
18,XBrand | Gift Vouchers | Get Rewarded | Save More,XBrand | Summer Bonanza | Luxury Travel | Green Finance | Auto Loans Special | Back to School,2024-06-03,"7,772",LKR304.65
24,XBrand | Travel Smart | Bonus Points | Save More | Zero Interest,XBrand | Holiday Cashback | Savings Fiesta | Summer Bonanza | Lifestyle Rewards,2024-06-03,"15,661",LKR552.25
"2,493",XBrand | Easy Payments | Limited Time | Exclusive Offer | Travel Smart,XBrand | Savings Fiesta | Luxury Travel | Diwali Deals,2024-06-03,"27,533",LKR927.88
"1,225",XBrand | Swipe and Win | Win Big | Get Rewarded,XBrand | Luxury Travel | Summer Bonanza | Diwali Deals | Flash Sale | Back to School,2024-06-03,"5,847",LKR554.31
917,XBrand | Gift Vouchers | Get Rewarded | Swipe and Win | Win Big | Bonus Points,XBrand | Diwali Deals | Auto Loans Special | Summer Bonanza | Back to School,2024-06-03,"3,629",LKR417.57
402,XBrand | Weekend Treat | Zero Interest | Travel Smart,XBrand | Holiday Cashback | Flash Sale | Back to School,2024-06-03,"11,088",LKR452.61
311,XBrand | Exclusive Offer | Bonus Points | Weekend Treat | Travel Smart | Swipe and Win,XBrand | Green Finance | Summer Bonanza | Flash Sale | Digital Drive,2024-06-03,"8,078",LKR345.51
0,XBrand | Win Big | Bonus Points | Save More | Limited Time,XBrand | Luxury Travel | Gold Loan Offers | Green Finance,2024-06-03,6,LKR0.77
0,XBrand | Limited Time | Save More | Swipe and Win | Bonus Points,XBrand | Luxury Travel | Lifestyle Rewards | Gold Loan Offers | Digital Drive | Summer Bonanza,2024-06-03,3,LKR5.43
31,XBrand | Easy Payments | Weekend Treat | Swipe and Win | Travel Smart,XBrand | Auto Loans Special | Lifestyle Rewards | Diwali Deals | Digital Drive | Holiday Cashback,2024-06-03,"21,868",LKR796.73
29,XBrand | Limited Time | Get Rewarded | Exclusive Offer | Save More,XBrand | Digital Drive | Flash Sale | Back to School | Savings Fiesta,2024-06-03,"22,019",LKR718.58
26,XBrand | Zero Interest | Win Big | Gift Vouchers | Limited Time | Travel Smart,XBrand | Green Finance | Holiday Cashback | Flash Sale | Gold Loan Offers | Digital Drive,2024-06-03,5,LKR6.99
19,XBrand | Exclusive Offer | Gift Vouchers | Easy Payments | Travel Smart,XBrand | Auto Loans Special | Summer Bonanza | Lifestyle Rewards | Diwali Deals | Gold Loan Offers,2024-06-03,"14,645",LKR522.62
21,XBrand | Limited Time | Easy Payments | Bonus Points | Gift Vouchers | Save More,XBrand | Auto Loans Special | Lifestyle Rewards | Summer Bonanza | Holiday Cashback | Digital Drive,2024-06-03,"4,670",LKR321.56
56,XBrand | Swipe and Win | Travel Smart | Save More,XBrand | Green Finance | Auto Loans Special | Summer Bonanza | Diwali Deals | Luxury Travel,2024-06-03,"19,169",LKR862.67
62,XBrand | Exclusive Offer | Bonus Points | Gift Vouchers,XBrand | Savings Fiesta | Luxury Travel | Green Finance,2024-06-03,"7,505",LKR628.14
269,XBrand | Win Big | Exclusive Offer | Zero Interest,XBrand | Diwali Deals | Back to School | Savings Fiesta,2024-06-03,"53,752",LKR526.77
12,XBrand | Get Rewarded | Weekend Treat | Exclusive Offer,XBrand | Lifestyle Rewards | Diwali Deals | Savings Fiesta,2024-06-03,"7,616",LKR369.67
40,XBrand | Weekend Treat | Bonus Points | Exclusive Offer | Win Big | Save More,XBrand | Savings Fiesta | Back to School | Lifestyle Rewards | Gold Loan Offers,2024-06-03,"19,660",LKR672.90
"4,031",XBrand | Zero Interest | Bonus Points | Gift Vouchers | Win Big | Get Rewarded,XBrand | Holiday Cashback | Flash Sale | Lifestyle Rewards | Diwali Deals | Gold Loan Offers,2024-06-03,"33,319","LKR1,571.31"
"5,215",XBrand | Swipe and Win | Save More | Gift Vouchers | Travel Smart | Get Rewarded,XBrand | Lifestyle Rewards | Digital Drive | Auto Loans Special | Flash Sale | Green Finance,2024-06-03,"31,999","LKR1,657.72"
"1,471",XBrand | Weekend Treat | Limited Time | Gift Vouchers,XBrand | Holiday Cashback | Savings Fiesta | Auto Loans Special | Summer Bonanza,2024-06-03,"5,511",LKR810.03
38,XBrand | Gift Vouchers | Easy Payments | Weekend Treat | Save More,XBrand | Savings Fiesta | Auto Loans Special | Green Finance | Flash Sale | Luxury Travel,2024-06-03,"17,994",LKR653.27
38,XBrand | Limited Time | Save More | Gift Vouchers | Get Rewarded,XBrand | Lifestyle Rewards | Digital Drive | Green Finance | Diwali Deals | Summer Bonanza,2024-06-03,"21,710",LKR609.76
38,XBrand | Travel Smart | Save More | Exclusive Offer,XBrand | Back to School | Lifestyle Rewards | Diwali Deals | Savings Fiesta | Digital Drive,2024-06-03,12,LKR22.66
42,XBrand | Win Big | Limited Time | Zero Interest,XBrand | Summer Bonanza | Lifestyle Rewards | Back to School,2024-06-03,5,LKR9.97
25,XBrand | Win Big | Swipe and Win | Easy Payments | Bonus Points,XBrand | Green Finance | Savings Fiesta | Lifestyle Rewards | Gold Loan Offers,2024-06-03,"3,061",LKR368.12
18,XBrand | Travel Smart | Get Rewarded | Zero Interest | Gift Vouchers,XBrand | Lifestyle Rewards | Diwali Deals | Summer Bonanza | Digital Drive | Back to School,2024-06-03,"19,058",LKR727.74
47,XBrand | Get Rewarded | Win Big | Limited Time,XBrand | Summer Bonanza | Diwali Deals | Auto Loans Special | Green Finance | Lifestyle Rewards,2024-06-03,"18,107",LKR707.40
228,XBrand | Limited Time | Swipe and Win | Save More,XBrand | Auto Loans Special | Green Finance | Diwali Deals,2024-06-03,"54,662",LKR403.78
20,XBrand | Zero Interest | Exclusive Offer | Swipe and Win,XBrand | Digital Drive | Green Finance | Back to School | Diwali Deals,2024-06-03,"10,970",LKR395.79
22,XBrand | Travel Smart | Get Rewarded | Weekend Treat | Zero Interest,XBrand | Savings Fiesta | Lifestyle Rewards | Flash Sale | Green Finance | Back to School,2024-06-03,"21,512",LKR713.46
36,XBrand | Easy Payments | Save More | Gift Vouchers,XBrand | Lifestyle Rewards | Luxury Travel | Diwali Deals | Summer Bonanza,2024-06-03,"17,905",LKR718.77
26,XBrand | Bonus Points | Swipe and Win | Limited Time | Easy Payments | Weekend Treat,XBrand | Luxury Travel | Back to School | Gold Loan Offers | Green Finance,2024-06-03,"19,270",LKR655.13
27,XBrand | Exclusive Offer | Travel Smart | Bonus Points | Easy Payments | Gift Vouchers,XBrand | Flash Sale | Holiday Cashback | Summer Bonanza,2024-06-03,8,LKR20.59
26,XBrand | Gift Vouchers | Weekend Treat | Limited Time | Exclusive Offer | Get Rewarded,XBrand | Lifestyle Rewards | Savings Fiesta | Summer Bonanza | Flash Sale,2024-06-03,3,LKR2.32
24,XBrand | Limited Time | Exclusive Offer | Gift Vouchers | Save More | Bonus Points,XBrand | Summer Bonanza | Luxury Travel | Lifestyle Rewards | Holiday Cashback,2024-06-03,"3,660",LKR389.82
34,XBrand | Easy Payments | Limited Time | Travel Smart,XBrand | Flash Sale | Diwali Deals | Summer Bonanza | Savings Fiesta | Green Finance,2024-06-03,"16,190",LKR649.87
70,XBrand | Win Big | Easy Payments | Swipe and Win | Zero Interest,XBrand | Savings Fiesta | Gold Loan Offers | Flash Sale | Lifestyle Rewards | Holiday Cashback,2024-06-03,"15,070",LKR725.89
69,XBrand | Gift Vouchers | Save More | Easy Payments | Travel Smart | Win Big,XBrand | Savings Fiesta | Digital Drive | Holiday Cashback,2024-06-03,"17,158",LKR322.51
20,XBrand | Get Rewarded | Travel Smart | Easy Payments | Save More,XBrand | Back to School | Lifestyle Rewards | Luxury Travel | Digital Drive,2024-06-03,"9,387",LKR341.26
23,XBrand | Easy Payments | Swipe and Win | Zero Interest | Exclusive Offer | Get Rewarded,XBrand | Lifestyle Rewards | Green Finance | Flash Sale | Back to School | Auto Loans Special,2024-06-03,"23,584",LKR674.77
"2,022",XBrand | Zero Interest | Exclusive Offer | Save More | Swipe and Win | Win Big,XBrand | Auto Loans Special | Savings Fiesta | Luxury Travel | Green Finance | Back to School,2024-06-03,"33,407","LKR1,065.45"
"1,434",XBrand | Limited Time | Get Rewarded | Exclusive Offer | Save More | Easy Payments,XBrand | Holiday Cashback | Lifestyle Rewards | Luxury Travel | Green Finance | Flash Sale,2024-06-03,"13,796",LKR677.26
"4,320",XBrand | Weekend Treat | Gift Vouchers | Limited Time | Swipe and Win | Zero Interest,XBrand | Holiday Cashback | Flash Sale | Savings Fiesta,2024-06-03,"109,345","LKR1,066.15"
"1,572",XBrand | Limited Time | Win Big | Exclusive Offer | Get Rewarded | Swipe and Win,XBrand | Digital Drive | Luxury Travel | Green Finance,2024-06-03,"17,237",LKR970.58
"3,565",XBrand | Win Big | Weekend Treat | Limited Time | Zero Interest | Swipe and Win,XBrand | Lifestyle Rewards | Digital Drive | Gold Loan Offers,2024-06-03,"53,554",LKR704.50
"2,984",XBrand | Get Rewarded | Travel Smart | Zero Interest | Limited Time | Weekend Treat,XBrand | Diwali Deals | Auto Loans Special | Luxury Travel | Green Finance,2024-06-03,"37,043","LKR1,335.63"
"3,603",XBrand | Bonus Points | Travel Smart | Swipe and Win | Limited Time,XBrand | Digital Drive | Flash Sale | Auto Loans Special,2024-06-03,"42,717","LKR1,414.84"
"2,455",XBrand | Save More | Swipe and Win | Easy Payments | Travel Smart | Zero Interest,XBrand | Back to School | Flash Sale | Diwali Deals | Holiday Cashback,2024-06-03,"17,959",LKR772.08
"4,302",XBrand | Zero Interest | Bonus Points | Weekend Treat | Travel Smart,XBrand | Diwali Deals | Green Finance | Digital Drive | Summer Bonanza | Auto Loans Special,2024-06-03,"19,319","LKR1,261.51"
"4,174",XBrand | Easy Payments | Win Big | Get Rewarded | Save More | Zero Interest,XBrand | Gold Loan Offers | Holiday Cashback | Luxury Travel | Auto Loans Special | Summer Bonanza,2024-06-03,"21,538","LKR1,390.88"
"3,137",XBrand | Win Big | Zero Interest | Save More,XBrand | Flash Sale | Luxury Travel | Holiday Cashback | Diwali Deals,2024-06-03,"68,814","LKR2,638.00"
"1,792",XBrand | Swipe and Win | Bonus Points | Get Rewarded,XBrand | Gold Loan Offers | Auto Loans Special | Summer Bonanza | Digital Drive,2024-06-03,"5,056",LKR865.83
"4,691",XBrand | Weekend Treat | Win Big | Limited Time | Exclusive Offer | Gift Vouchers,XBrand | Holiday Cashback | Diwali Deals | Back to School,2024-06-03,"87,970","LKR3,027.35"
"3,332",XBrand | Zero Interest | Win Big | Easy Payments | Gift Vouchers | Bonus Points,XBrand | Green Finance | Digital Drive | Gold Loan Offers | Savings Fiesta,2024-06-03,"48,072","LKR1,818.61"
1,XBrand | Save More | Gift Vouchers | Weekend Treat | Bonus Points,XBrand | Flash Sale | Savings Fiesta | Holiday Cashback | Gold Loan Offers | Auto Loans Special,2024-06-03,5,LKR23.14
"1,632",XBrand | Save More | Bonus Points | Exclusive Offer,XBrand | Holiday Cashback | Auto Loans Special | Diwali Deals,2024-06-03,"26,601",LKR949.68
"3,883",XBrand | Gift Vouchers | Zero Interest | Save More | Limited Time | Get Rewarded,XBrand | Green Finance | Diwali Deals | Auto Loans Special | Savings Fiesta,2024-06-03,"51,019","LKR1,534.83"
"6,475",XBrand | Easy Payments | Exclusive Offer | Travel Smart | Swipe and Win,XBrand | Luxury Travel | Gold Loan Offers | Holiday Cashback | Summer Bonanza | Green Finance,2024-06-03,"46,115","LKR1,913.04"
"3,178",XBrand | Save More | Bonus Points | Get Rewarded | Travel Smart,XBrand | Luxury Travel | Lifestyle Rewards | Summer Bonanza | Gold Loan Offers | Auto Loans Special,2024-06-03,"20,840",LKR788.91
"4,641",XBrand | Bonus Points | Weekend Treat | Get Rewarded | Gift Vouchers | Swipe and Win,XBrand | Digital Drive | Summer Bonanza | Back to School,2024-06-04,"38,198","LKR1,192.47"
"6,330",XBrand | Swipe and Win | Save More | Win Big | Exclusive Offer | Gift Vouchers,XBrand | Gold Loan Offers | Lifestyle Rewards | Diwali Deals | Back to School,2024-06-04,"37,616","LKR1,357.91"
"2,523",XBrand | Bonus Points | Travel Smart | Win Big | Easy Payments,XBrand | Flash Sale | Back to School | Green Finance | Holiday Cashback,2024-06-04,"19,679",LKR642.14
"1,729",XBrand | Travel Smart | Gift Vouchers | Zero Interest | Exclusive Offer | Easy Payments,XBrand | Gold Loan Offers | Lifestyle Rewards | Flash Sale | Summer Bonanza | Diwali Deals,2024-06-04,"29,656","LKR1,234.24"
"1,999",XBrand | Get Rewarded | Gift Vouchers | Travel Smart | Easy Payments | Win Big,XBrand | Auto Loans Special | Holiday Cashback | Diwali Deals | Summer Bonanza | Back to School,2024-06-04,"7,135",LKR828.58
416,XBrand | Easy Payments | Weekend Treat | Exclusive Offer | Travel Smart,XBrand | Flash Sale | Savings Fiesta | Holiday Cashback | Diwali Deals,2024-06-04,"1,407",LKR248.66
13,XBrand | Bonus Points | Exclusive Offer | Save More | Get Rewarded | Win Big,XBrand | Holiday Cashback | Flash Sale | Lifestyle Rewards | Diwali Deals,2024-06-04,"9,814",LKR316.71
30,XBrand | Win Big | Limited Time | Travel Smart,XBrand | Gold Loan Offers | Diwali Deals | Savings Fiesta | Back to School,2024-06-04,"10,508",LKR341.88
